650  647
650  600
650  577
650  665
650  582
650  595
650  627
650  662
650  658
650  635
650  659
650  578
650  661
650  640
650  632
650  643
650  583
650  681
650  599
650  576
650  670
647  632
647  627
647  662
647  665
647  670
647  578
647  599
647  681
647  659
647  583
647  577
647  658
647  615
647  628
647  675
647  640
647  634
461  544
461  363
461  423
461  653
461  559
461  370
461  483
461  669
461  645
461  475
461  506
461  591
461  378
461  567
461  683
461  428
461  561
461  465
461  400
461  513
461  376
461  373
461  438
461  436
461  542
461  412
461  524
461  606
461  348
461  374
461  590
461  395
461  492
461  553
544  553
544  483
544  566
544  475
544  563
544  394
544  363
544  513
544  645
544  373
544  506
544  559
544  391
544  370
544  561
544  374
544  412
544  348
544  428
544  683
544  669
544  556
544  580
544  604
544  524
544  400
544  676
544  514
544  376
544  378
544  492
544  395
544  465
614  515
614  513
614  606
614  524
614  422
614  553
614  645
614  412
614  465
614  428
614  556
614  514
614  394
614  400
614  423
614  438
614  676
614  683
614  492
614  500
614  391
614  559
614  431
614  637
614  373
614  374
614  395
614  483
614  378
614  669
614  376
515  580
515  566
515  434
515  637
515  374
515  513
515  373
515  483
515  391
515  363
515  465
515  348
515  428
515  559
515  395
515  400
515  524
515  475
515  553
515  620
515  394
515  378
515  654
515  492
515  641
515  591
515  431
515  370
515  412
515  496
515  376
363  348
363  370
363  514
363  500
363  492
363  591
363  566
363  373
363  561
363  412
363  436
363  524
363  580
363  651
363  669
363  475
363  553
363  483
363  637
363  374
363  378
363  559
363  656
363  506
363  542
363  107
363  606
363  376
348  558
348  480
348  173
348  567
348  400
348  422
348  370
348  513
348  34
348  556
348  378
348  434
348  563
348  500
348  423
348  394
348  566
348  496
348  553
348  376
348  428
348  438
348  465
348  431
348  561
348  412
348  427
348  524
348  436
348  483
348  391
348  373
348  542
348  395
348  475
348  107
348  374
348  514
348  492
348  559
348  506
436  428
436  465
436  373
436  395
436  559
436  604
436  412
436  683
436  637
436  563
436  492
436  646
436  553
436  556
436  506
436  513
436  400
436  542
436  652
436  524
436  475
436  566
436  496
436  423
436  580
436  635
436  673
436  378
436  651
436  561
436  669
436  438
436  376
436  431
436  634
436  591
436  394
436  370
436  434
436  606
436  483
428  500
428  606
428  559
428  391
428  641
428  553
428  427
428  513
428  609
428  594
428  400
428  395
428  438
428  465
428  370
428  604
428  561
428  669
428  412
428  563
428  431
428  376
428  567
428  542
428  683
428  676
428  506
428  667
428  475
428  524
428  651
428  558
428  107
428  514
428  373
428  434
428  492
428  601
428  378
428  423
428  591
428  34
400  591
400  395
400  542
400  514
400  641
400  651
400  683
400  567
400  561
400  434
400  637
400  431
400  506
400  676
400  391
400  412
400  475
400  373
400  566
400  556
400  601
400  553
400  376
400  492
400  465
400  524
400  580
400  669
400  438
400  378
400  559
400  606
400  513
400  394
400  500
591  492
591  483
591  587
591  395
591  604
591  475
591  506
591  391
591  559
591  669
591  378
591  500
591  634
591  637
591  566
591  683
591  542
591  646
591  438
591  370
591  373
591  465
591  423
591  645
591  513
591  651
591  580
591  496
591  434
591  524
591  641
591  561
591  412
591  376
591  553
591  590
591  606
591  374
591  567
636  630
636  579
636  684
636  678
636  685
636  644
636  633
636  612
636  422
636  620
636  598
636  573
636  677
636  609
636  597
636  666
636  653
636  623
636  680
636  618
636  619
636  611
636  592
636  589
630  609
630  619
630  663
630  672
630  678
630  617
630  655
630  573
630  584
630  644
630  605
630  616
630  685
630  596
630  618
630  657
630  653
630  682
630  664
630  631
630  684
630  626
630  574
630  592
630  666
630  612
630  598
630  629
630  601
630  575
630  579
630  641
630  395
630  625
630  620
630  422
630  597
500  556
500  431
500  566
500  483
500  506
500  391
500  373
500  514
500  580
500  412
500  475
500  423
500  553
500  645
500  465
500  604
500  492
500  651
500  374
500  513
500  376
500  601
500  438
500  563
500  378
500  542
500  637
500  524
500  683
524  553
524  566
524  438
524  475
524  370
524  378
524  492
524  412
524  590
524  391
524  423
524  567
524  374
524  376
524  606
524  542
524  465
524  513
524  559
524  506
524  483
524  514
524  683
524  373
524  561
524  637
524  651
524  395
553  483
553  559
553  666
553  645
553  683
553  620
553  370
553  566
553  556
553  558
553  496
553  423
553  542
553  561
553  395
553  644
553  669
553  609
553  422
553  374
553  634
553  492
553  378
553  373
553  567
553  513
553  391
553  506
553  475
553  438
553  376
561  651
561  566
561  492
561  567
561  669
561  378
561  422
561  412
561  395
561  374
561  438
561  683
561  423
561  391
561  465
561  431
561  475
561  606
561  514
561  542
561  373
561  580
561  559
561  483
561  506
561  604
561  376
561  513
561  370
651  604
651  646
651  513
651  634
651  683
651  431
651  567
651  483
651  645
651  423
651  378
651  438
651  475
651  376
651  566
651  559
651  492
651  373
651  641
651  587
597  619
597  611
597  573
597  623
597  633
597  684
597  677
597  422
597  654
597  625
597  603
597  680
597  592
597  644
597  618
597  589
597  653
597  579
597  609
619  612
619  605
619  598
619  633
619  573
619  623
619  617
619  625
619  422
619  592
619  685
619  653
619  618
619  678
619  654
619  588
619  603
619  644
619  609
619  579
619  684
619  677
664  666
664  626
664  653
664  592
664  579
664  654
664  573
664  612
664  685
664  617
664  611
664  609
664  575
664  644
664  589
666  680
666  370
666  633
666  644
666  654
666  620
666  653
666  592
666  579
666  573
666  609
666  617
666  618
606  438
606  559
606  431
606  604
606  580
606  513
606  376
606  506
606  641
606  542
606  475
606  492
606  483
606  373
606  669
606  423
606  645
438  431
438  645
438  475
438  604
438  492
438  391
438  676
438  483
438  394
438  370
438  563
438  422
438  496
438  566
438  683
438  395
438  412
438  376
438  374
438  514
438  465
438  506
438  556
438  596
438  513
438  559
438  669
438  373
438  634
370  567
370  395
370  646
370  542
370  483
370  506
370  378
370  374
370  423
370  373
370  412
370  465
370  431
370  376
370  604
370  566
370  559
370  514
370  475
370  645
370  683
370  669
370  563
370  492
556  373
556  683
